participant_id,condition,ability,conceptual_immediate,conceptual_7day,conceptual_30day,factual_immediate,factual_7day,factual_30day,total_immediate,total_7day,total_30day
23,Control,0.810338456255086,50.65650845166571,45.0409867292731,33.25109233240878,39.553675544053704,34.95619789352796,25.95878614867489,45.1050919978597,39.99859231140053,29.604939240541835
24,Control,-17.096978234561483,52.07816609805153,38.32696367907175,38.124206848229434,67.33288592463731,54.72533712556709,37.78241371026373,59.70552601134442,46.526150402319416,37.95331027924658
25,Control,-6.532592694302192,68.93240014313707,51.81982471867855,42.65290167118052,67.26895552093137,48.80327493809507,48.618610950718555,68.10067783203422,50.31154982838681,45.63575631094954
26,Control,1.331071076518393,75.30027286326137,58.93540719037994,50.20062444153854,81.78962319686808,62.83595904134247,55.4460494512067,78.54494803006472,60.885683115861205,52.82333694637262
27,Control,-13.811922929067634,33.599814222592784,28.697901642233568,20.111470779912533,45.351619847631625,36.57361552364356,21.210749367834218,39.475717035112204,32.635758582938564,20.661110073873374
28,Control,4.5083762201480635,59.87019058237985,49.4222404819176,36.354300467998975,65.95753180034843,54.90210602883207,44.47252340221399,62.91386119136414,52.16217325537484,40.41341193510648
29,Control,-7.20766427902566,57.7612871920278,43.78710120951208,39.51617123594731,62.29344628883344,50.481919594718036,36.93391482671957,60.02736674043062,47.134510402115055,38.22504303133344
30,Control,-3.5003249975193214,71.13285190931606,57.94810762742688,47.6206944902252,100.0,90.85812947246029,66.33218625525691,85.56642595465803,74.40311854994358,56.97644037274105
31,Sung,-9.510248861192409,82.60885047479933,62.028833894768496,50.90930494854552,55.7559381006687,49.726488561527724,34.19743750972205,69.18239428773401,55.87766122814811,42.55337122913379
32,Sung,-1.3768372976027883,47.58523043470562,36.256606987018536,28.00932674782982,88.77165452862852,76.03889790038258,60.13921796787501,68.17844248166708,56.147752443700554,44.074272357852415
33,Sung,6.059847347765485,94.00730363008988,78.58706353858845,63.326005717646446,41.89138011320807,33.27392238247575,25.160712724935024,67.94934187164898,55.930492960532106,44.24335922129073
34,Sung,10.389062330041458,81.04255824533526,68.34906977056221,53.593024386420396,95.2924221530026,81.12864840192148,66.91721014265381,88.16749019916892,74.73885908624185,60.255117264537105
35,Sung,-14.403556884669314,41.373813349611424,31.844485749563056,27.732582618091815,88.97332971135266,70.55172678640577,51.75652800225624,65.17357153048204,51.198106267984414,39.74455531017403
36,Sung,-4.01401483009138,73.41753728385768,58.49661381012011,46.248780297939405,51.14771955579939,44.613454907591894,30.1488222476044,62.28262841982854,51.555034358856005,38.1988012727719
37,Sung,-5.6993437339314745,67.78655169967058,57.289558329753056,40.23258100904816,39.99209184536183,28.643045738417797,24.876018246391652,53.889321772516205,42.96630203408543,32.55429962771991
38,Sung,-7.839950790884543,53.65679605173354,40.3093893935951,32.44042666642041,83.45919442186273,67.51687796285697,48.85264348635272,68.55799523679813,53.91313367822603,40.64653507638656
39,Sung,21.185450883373164,92.73248215822345,79.75643676220152,68.39093582686922,62.454015503796704,55.78471881943635,43.565069834164206,77.59324883101007,67.77057779081893,55.978002830516715
40,Sung,4.859780531531467,69.58007657860507,55.733771108660726,44.71937977306848,72.29112727333633,53.259321385250566,44.62521559514105,70.9356019259707,54.496546246955646,44.67229768410476
41,Sung,-15.130607452020541,57.07215272674818,43.277605893016506,31.607860897961356,39.377707209191804,26.76077296907036,29.40435487922376,48.22492996796999,35.01918943104343,30.50610788859256
42,Sung,11.014343364657313,91.44630348247301,78.46781531390921,63.696432349029344,59.9853541506388,43.19198536216215,41.40871835996038,75.7158288165559,60.829900338035685,52.55257535449486
43,Sung,25.4658743641516,100.0,87.5694239197944,74.64795574077924,80.49237878931325,67.68530013915763,57.395200508397096,90.24618939465662,77.62736202947602,66.02157812458816
44,Sung,12.389583126613761,64.32235064421101,55.49226364378203,43.077943278343554,75.21595881949361,64.18918257146693,52.793943274720775,69.76915473185231,59.840723107624484,47.935943276532164
45,Sung,-18.232439591448163,84.26306102839584,68.2542429041982,47.980750656634754,82.08720741795003,67.18353698969122,47.78142549592045,83.17513422317293,67.7188899469447,47.88108807627761
46,Sung,-5.810808874395017,35.40787413276746,27.97781405264395,22.991148636052245,63.13457823055589,49.99622099077743,39.09054666514011,49.271226181661675,38.98701752171069,31.040847650596177
47,Sung,15.202933790239474,83.42615736470572,71.3234294992289,54.32187747633076,57.45354119990921,52.59560436239528,42.24442022014081,70.43984928230746,61.959516930812086,48.28314884823578
48,Sung,-8.492033587425368,70.83272450984327,54.53235158684137,39.71358104357594,63.06441179354081,45.240134853944035,41.38998293501654,66.94856815169204,49.8862432203927,40.551781989296245
49,Sung,5.325833137754741,80.04071115378024,65.85763492415403,51.36312173761276,91.08206967429055,68.72568423122023,59.30964951270046,85.5613904140354,67.29165957768713,55.33638562515661
50,Sung,9.295608641152041,70.45511584384313,57.28350987927425,47.44771498614238,61.017003086619425,49.78133973490405,39.91876291839072,65.73605946523128,53.53242480708915,43.68323895226655
51,Sung,-11.123165658936996,56.255000585703876,44.04352098222449,35.308405160197196,63.59756106516404,50.615432784484796,38.03733787558906,59.926280825433956,47.329476883354644,36.67287151789313
52,Sung,-0.7143042727416009,62.390681707375904,51.60888458116579,44.82403100381306,38.93765687710369,30.996414588044953,18.306366804538136,50.6641692922398,41.30264958460537,31.5651989041756
53,Sung,-38.89520808082887,22.764320565007957,13.985948431916594,14.270806788679867,14.501538747247988,4.270823963545935,2.906285714383091,18.63292965612797,9.128386197731263,8.58854625153148
54,Sung,-12.292651696011479,70.95137975930389,61.29390443703437,42.585949158093285,75.8560920683085,58.55256849847584,50.14342883087707,73.4037359138062,59.9232364677551,46.36468899448518
55,Sung,-3.0308178167179234,72.82441447275778,54.800044367954946,46.5063094185182,58.875118241049506,42.829806576672354,42.57919084654381,65.84976635690364,48.81492547231365,44.542750132531005
56,Sung,-14.973398183578194,45.13295788751199,31.11221297234163,23.963556409186033,53.57742738936619,43.26648725007761,31.270393145584347,49.35519263843909,37.18935011120962,27.616974777385188
57,Sung,19.588935647179625,100.0,87.39211974993613,71.8005880685357,90.36835134216375,76.93491544998827,66.6648686280155,95.18417567108187,82.1635175999622,69.2327283482756
58,Sung,-17.161696535527593,57.94779627762154,46.74426011474781,33.319402932526685,87.2491695849835,63.98500876621619,52.40500749398994,72.59848293130253,55.364634440482,42.862205213258314
59,Sung,-5.280533840363805,77.4123979422206,62.98472023093773,49.85548858896604,92.09454381919,71.16141759304172,67.39601666481386,84.7534708807053,67.07306891198972,58.62575262688995
60,Sung,1.568886927433096,81.51331955628729,67.35146253574973,50.949563016052146,57.0899333532028,42.67344141714712,40.780668189326086,69.30162645474505,55.012451976448425,45.865115602689116
61,Loci,-1.5350110977691984,67.02184128892839,55.91879082699527,43.259374529772096,58.69689395402193,45.056328375328825,36.754731229973,62.85936762147516,50.48755960116205,40.007052879872546
62,Loci,-11.46648528720511,52.279943071057836,37.23589949679301,36.913139739872726,86.8772709017777,65.86888600052546,56.46159617619108,69.57860698641777,51.55239274865924,46.6873679580319
63,Loci,-19.27735584309087,41.63842345391298,33.29479388554347,25.23638189650359,83.06515256258308,63.151309231199384,45.14469141849591,62.35178800824803,48.223051558371424,35.19053665749975
64,Loci,2.4415636304066775,53.32810869978271,47.2476007631594,34.46168296581134,84.86443825644812,66.67568014368086,57.73489842839051,69.09627347811542,56.96164045342013,46.09829069710092
65,Loci,-9.07620894341164,46.77222109806337,29.153814475201887,31.404359877274516,64.7796532097819,48.50927788416657,41.82824052291534,55.775937153922634,38.83154617968423,36.616300200094926
66,Loci,-17.06704451517209,58.76382387221425,42.61452373554235,28.052842797234764,72.69869967271025,55.996746534225345,41.982883667037235,65.73126177246225,49.30563513488384,35.017863232136
67,Loci,-7.758874610910318,64.25488320345539,52.13803178047734,40.72760821987166,78.06208837018585,60.47339113282597,49.5988976629919,71.15848578682062,56.30571145665165,45.16325294143178
68,Loci,-12.97857604337274,36.858095284648996,27.920608884658826,24.59607794305282,61.16391306808905,51.85546842649044,33.224831026076465,49.01100417636903,39.88803865557463,28.910454484564642
69,Loci,20.245699620870777,86.23568420230917,73.59378849988171,57.728092150522215,34.30594351703285,20.880941043760057,27.501861740489478,60.27081385967101,47.237364771820886,42.614976945505845
70,Loci,10.579677083393406,86.35048393397024,69.09555205906103,62.75653751275799,73.52635015691595,63.65137076486151,49.9600188388988,79.93841704544309,66.37346141196127,56.35827817582839
71,Loci,-0.09567169579940846,39.36324908738001,31.742836734737978,26.588420308506976,77.81561738689678,65.97585998286014,48.98592560766299,58.589433237138394,48.85934835879906,37.78717295808498
72,Loci,17.75932966668031,90.40973255237934,75.07198682667543,63.14011927650353,99.36830682841543,76.80390380427923,73.91292793383055,94.88901969039739,75.93794531547732,68.52652360516704
73,Loci,0.9284196917714196,55.489063307583706,47.997631109151804,38.14654673493276,74.46575324538378,58.68281075741719,46.531682688735806,64.97740827648374,53.3402209332845,42.339114711834284
74,Loci,-10.335410415939164,62.72356961295822,49.64557055086491,45.31344040037675,38.94698713564789,29.238200917508486,19.681291911291165,50.83527837430306,39.4418857341867,32.49736615583396
75,Loci,18.277488927235886,71.32860157909812,60.68310470061847,51.47216683103941,100.0,79.43296270129372,66.72723360396085,85.66430078954906,70.05803370095609,59.09970021750013
76,Loci,6.4669205242159045,43.893689014248125,34.44703430977068,30.269059112456556,72.45980063748767,56.571573991063836,50.556971470134975,58.1767448258679,45.50930415041726,40.413015291295764
77,Loci,-12.446953851917478,27.639909579835084,19.961043633627828,15.383744151732246,35.859437891135144,24.463141239337308,17.905153881695686,31.749673735485114,22.212092436482568,16.644449016713967
78,Loci,-2.2840641370032984,62.93721006291743,48.76458823809958,37.85651924714482,82.89477648901712,71.19395854923762,58.48330781238208,72.91599327596728,59.9792733936686,48.16991352976345
79,Loci,-10.507419040617087,57.88841848520514,46.27757547405369,37.98957691783679,77.3080928277104,63.02889238846734,41.16139227135972,67.59825565645777,54.653233931260516,39.57548459459826
80,Loci,-16.59359677157203,34.34165385186184,25.070666526055287,17.75934307828015,88.12970376355086,71.39365076012226,57.255315863701576,61.23567880770635,48.23215864308877,37.50732947099086
81,Loci,11.114130570379697,85.19301745204031,70.91743117161472,58.90412217424752,93.24864795883644,78.83668985705063,64.87199534609212,89.22083270543837,74.87706051433267,61.88805876016982
82,Loci,22.912999685641566,62.49019875160717,59.08203720592456,44.197089513478694,97.5560957288483,79.128326850962,70.94488265582655,80.02314724022773,69.10518202844328,57.57098608465262
83,Loci,-16.782810885829694,46.72599213446056,38.42578083897269,29.06415715157958,93.55096359937794,70.12711382011203,53.67820062320457,70.13847786691925,54.276447329542364,41.37117888739208
84,Loci,6.75563084028685,53.09038784385001,42.21155780145789,36.765045129405806,74.54715192273467,62.113071299041046,51.41570272788046,63.81876988329234,52.16231455024947,44.09037392864313
85,Loci,-7.807710829461923,46.91474755350569,40.402846244226424,32.32516700367997,100.0,74.77207440743177,62.15439710241378,73.45737377675285,57.5874603258291,47.23978205304688
86,Loci,-5.845504605176353,59.36547546456986,45.57411193215798,35.84293579464798,69.7536883930431,57.126454991492515,47.22269382797409,64.55958192880648,51.35028346182525,41.532814811311034
87,Loci,-7.10872709086643,44.48507242987428,28.841219859323058,26.998859435213262,63.33368153559122,49.04552531860584,39.93379944218314,53.90937698273275,38.94337258896445,33.466329438698196
88,Loci,-10.367889236157792,48.363777600394826,34.66390256915752,26.745158280699002,73.12868065215417,55.86210197709877,45.33088249482824,60.7462291262745,45.263002273128144,36.03802038776362
89,Loci,0.5822595353379239,80.17665167355453,58.62231281566285,50.94533647740149,78.63997035898215,65.13643393699661,50.18540515079756,79.40831101626834,61.87937337632973,50.56537081409952
90,Loci,-9.971401396932453,45.87522056022032,34.7307555192948,29.34975400895209,85.96489204279224,68.39032267948662,52.7061764005425,65.92005630150628,51.56053909939071,41.0279652047473
91,Hybrid,3.6936212267047104,60.34512253504114,49.254985081879724,39.443836804625,71.75222707176006,59.037852681977924,45.900938437979,66.0486748034006,54.146418881928824,42.672387621302
92,Hybrid,-20.522020711879506,29.70271020387549,18.537015818964313,15.854109738686438,71.12337523792243,52.79949299389302,46.76508128391138,50.41304272089896,35.668254406428666,31.30959551129891
93,Hybrid,-16.178225065268556,39.683676140071455,31.603511577052448,27.88828309006808,40.837547321034506,31.434914262285556,19.887987446567315,40.26061173055298,31.519212919669002,23.888135268317697
94,Hybrid,8.91916912827258,95.22379607739018,79.70942838226438,65.45774177771467,68.62496635507983,59.95948403457171,40.15208214564205,81.924381216235,69.83445620841805,52.80491196167836
95,Hybrid,2.0503852575353023,58.309401925056164,48.56600636000372,41.41509345298233,76.50052190544972,62.087425813036866,51.59437698678273,67.40496191525294,55.32671608652029,46.504735219882534
96,Hybrid,-2.2078000362321495,100.0,82.80078216941745,59.77058886820783,100.0,79.69774963722202,62.72110731426091,100.0,81.24926590331972,61.24584809123437
97,Hybrid,0.2212071967847179,78.12097570999805,65.03310887573895,51.64026823627064,70.70585424135125,52.516396257767234,42.94984905883166,74.41341497567464,58.774752566753094,47.29505864755115
98,Hybrid,4.170980464340053,77.44352231976316,63.97838893086667,54.13773586011533,100.0,83.07295679094968,68.58491250441708,88.72176115988158,73.52567286090817,61.3613241822662
99,Hybrid,-6.4771161637123384,51.14751713356946,40.04493975256043,32.333228669787836,67.10077674789292,54.74783489039471,42.82573868759399,59.124146940731194,47.39638732147757,37.57948367869091
100,Hybrid,-9.339656704827751,71.66499148630712,51.01045755202469,47.43604312746789,86.45393564169945,74.03801252392645,51.676746996032854,79.05946356400328,62.52423503797557,49.55639506175037
101,Hybrid,2.3501430611721785,64.21557566760556,52.963146770631006,40.71646409715291,100.0,79.54669390737543,61.98163687539758,82.10778783380277,66.25492033900322,51.349050486275246
102,Hybrid,-11.740473331380384,60.589673888300034,47.67209927124412,41.12160027140259,60.371242976272136,47.53687142771911,39.377925530909096,60.480458432286085,47.60448534948162,40.24976290115585
103,Hybrid,4.899033068573662,100.0,81.79454312530085,73.61135594485853,60.009762834548454,49.34394094389846,41.98591372030549,80.00488141727422,65.56924203459965,57.79863483258201
104,Hybrid,-20.431003250854083,48.62809825327617,33.085191208168936,27.042425266076155,100.0,80.6461591891196,57.551621270862924,74.31404912663808,56.86567519864427,42.29702326846954
105,Hybrid,12.349867647907724,100.0,79.22680390835674,67.98594611256539,100.0,82.18408693242068,74.8623646649107,100.0,80.70544542038871,71.42415538873804
106,Hybrid,5.671169788956516,65.62352341206821,56.40260157649208,48.31801115116535,95.8516543610468,78.60557007901619,60.99588955822051,80.7375888865575,67.50408582775414,54.65695035469293
107,Hybrid,3.072356811766508,73.04752945431208,58.76821425128304,53.00510884395084,73.77065590263872,61.29351380560251,44.1676250440393,73.4090926784754,60.03086402844278,48.586366943995074
108,Hybrid,11.792291807346167,100.0,84.4029604535871,67.55872205111137,75.26760531483096,62.54906675235914,49.95474072429066,87.63380265741549,73.47601360297313,58.756731387701016
109,Hybrid,19.98569333355092,81.08118746673442,68.19083259743954,57.113834519495875,77.23314592901298,63.53433183900407,55.46723969882119,79.15716669787369,65.8625822182218,56.290537109158535
110,Hybrid,12.172440780217565,100.0,82.52375657453074,68.41500044649463,99.22573552180975,82.37849717516823,69.45411430043907,99.61286776090488,82.45112687484948,68.93455737346684
111,Hybrid,-22.090490775979745,59.02578825585239,47.427664760588215,29.769730624663275,89.74230896817605,71.0498391271669,50.670211886077276,74.38404861201423,59.23875194387756,40.219971255370275
112,Hybrid,-15.354923600828418,46.70807476075757,34.383927784967504,25.094096536813574,64.42018108664269,46.47826505320711,39.46719953958139,55.56412792370013,40.43109641908731,32.280648038197484
113,Hybrid,-7.4978229323481465,72.48829315348468,57.19198808014474,42.20270289594344,100.0,78.899344435971,58.621143701106824,86.24414657674234,68.04566625805788,50.41192329852513
114,Hybrid,0.3130926025300054,85.40140934693096,66.98777871045397,53.30110830348531,100.0,77.96225607568849,69.44087622310529,92.70070467346548,72.47501739307123,61.3709922632953
115,Hybrid,6.211908245629477,86.03905767888742,68.59669092449633,57.69196639056232,88.37892057975027,75.3862798415531,59.121350950872106,87.20898912931884,71.99148538302472,58.40665867071721
116,Hybrid,-8.708925757841588,38.23770344380157,28.996627743750476,24.391618814532073,80.07822959461284,58.098232248621194,52.96185298400666,59.15796651920721,43.54742999618583,38.67673589926937
117,Hybrid,2.24120117372494,61.8341435363519,50.410881654122555,45.32873441981578,75.92361348394606,59.40244542864939,50.97408512448585,68.87887851014898,54.906663541385974,48.151409772150814
118,Hybrid,-9.06459518823987,57.722625278487556,43.69538989509571,32.693331499068705,81.21418677634415,64.63063759292956,51.582873018741225,69.46840602741585,54.16301374401263,42.138102258904965
119,Hybrid,-7.338213635903379,62.04528492759593,52.492893206998914,41.68884695271992,100.0,83.22892936052234,64.14092706813044,81.02264246379796,67.86091128376063,52.914887010425176
120,Hybrid,-16.879933162178666,62.9301483010815,45.5357833397902,36.54473142279759,86.86841940038767,66.36481851032588,52.67543239346466,74.89928385073458,55.95030092505804,44.61008190813112
